species	gene_id	N	S	dN	dS	omega	t	qc_flag	used	excl_reason
a_thaliana	200499at33090	853.2	310.8	0.01070	0.10460	0.10250	0.10700	ok	1	
a_thaliana	200687at33090	536.1	171.9	0.01480	0.20550	0.07220	0.18300	ok	1	
a_thaliana	201861at33090	481.4	178.6	0.00790	0.06580	0.11960	0.07100	ok	1	
a_thaliana	203023at33090	427.0	137.0	0.01060	0.07520	0.14160	0.07900	ok	1	
a_thaliana	203383at33090	823.4	232.6	0.01820	0.12370	0.14720	0.12400	ok	1	
a_thaliana	203818at33090	427.6	145.4	0.00710	0.08030	0.08790	0.07700	ok	1	
a_thaliana	204117at33090	718.6	235.4	0.01370	0.13270	0.10290	0.12900	ok	1	
a_thaliana	204880at33090	609.2	230.8	0.01310	0.08800	0.14900	0.10100	ok	1	
a_thaliana	205308at33090	636.0	186.0	0.02120	0.08320	0.25420	0.10600	ok	1	
a_thaliana	206164at33090	394.0	149.0	0.00500	0.07260	0.06930	0.07100	ok	1	
a_thaliana	206170at33090	514.5	181.5	0.01170	0.13540	0.08640	0.13200	ok	1	
a_thaliana	207179at33090	859.7	286.3	0.08530	0.23970	0.35590	0.37200	ok	1	
a_thaliana	208706at33090	624.9	191.1	0.01140	0.06270	0.18140	0.07000	ok	1	
a_thaliana	208707at33090	315.0	114.0	0.00940	0.12950	0.07240	0.12400	ok	1	
a_thaliana	208849at33090	253.4	82.6	0.01590	0.09820	0.16200	0.10800	ok	1	
a_thaliana	209015at33090	588.6	173.4	0.00800	0.11940	0.06670	0.10000	ok	1	
a_thaliana	209301at33090	816.5	263.5	0.01280	0.04810	0.26530	0.06400	ok	1	
a_thaliana	209302at33090	588.8	215.2	0.00750	0.06710	0.11190	0.07000	ok	1	
a_thaliana	209516at33090	562.4	163.6	0.00830	0.06920	0.11980	0.06600	ok	1	
a_thaliana	210493at33090	348.2	71.8	0.00580	0.18990	0.03030	0.11200	ok	1	
a_thaliana	210551at33090	566.7	189.3	0.01210	0.08420	0.14310	0.09000	ok	1	
a_thaliana	210851at33090	432.6	152.4	0.00910	0.05560	0.16390	0.06400	ok	1	
a_thaliana	21163at33090	2195.1	678.9	0.01360	0.07530	0.18120	0.08500	ok	1	
a_thaliana	211645at33090	453.8	134.2	0.00690	0.07010	0.09830	0.06400	ok	1	
a_thaliana	212331at33090	793.7	319.3	0.00500	0.06430	0.07840	0.06600	ok	1	
a_thaliana	212845at33090	597.2	239.8	0.02180	0.08660	0.25110	0.12100	ok	1	
a_thaliana	213827at33090	483.7	185.3	0.01580	0.09150	0.17250	0.11000	ok	1	
a_thaliana	213828at33090	415.4	169.6	0.00490	0.13060	0.03770	0.12400	ok	1	
a_thaliana	214313at33090	424.1	91.9	0.01950	0.07840	0.24890	0.09000	ok	1	
a_thaliana	215062at33090	492.0	162.0	0.01900	0.06870	0.27630	0.09400	ok	1	
a_thaliana	215487at33090	294.3	113.7	0.04180	0.06270	0.66590	0.14300	ok	1	
a_thaliana	215817at33090	864.7	281.3	0.00950	0.08700	0.10890	0.08500	ok	1	
a_thaliana	216228at33090	551.6	204.4	0.01250	0.07630	0.16410	0.08900	ok	1	
a_thaliana	216601at33090	459.2	134.8	0.01770	0.07550	0.23410	0.09200	ok	1	
a_thaliana	217014at33090	651.6	236.4	0.02440	0.08450	0.28840	0.12100	ok	1	
a_thaliana	21751at33090	2308.1	892.9	0.00630	0.04370	0.14410	0.05000	ok	1	
a_thaliana	21857at33090	1660.7	550.3	0.01100	0.06120	0.18030	0.07100	ok	1	
a_thaliana	218947at33090	272.8	84.2	0.00370	0.08250	0.04520	0.06700	ok	1	
a_thaliana	219128at33090	252.9	89.1	0.02030	0.09500	0.21320	0.11900	ok	1	
a_thaliana	219839at33090	378.1	131.9	0.00000	0.08610	0.00010	0.06700	omega_boundary	1	
a_thaliana	220316at33090	561.2	194.8	0.01250	0.07980	0.15720	0.09000	ok	1	
a_thaliana	220587at33090	632.9	207.1	0.00680	0.06850	0.09930	0.06600	ok	1	
a_thaliana	220589at33090	1082.8	375.2	0.02840	0.08190	0.34690	0.12700	ok	1	
a_thaliana	22109at33090	1591.4	553.6	0.00960	0.07650	0.12550	0.08100	ok	1	
a_thaliana	223902at33090	326.5	111.5	0.00610	0.05180	0.11690	0.05300	ok	1	
a_thaliana	225336at33090	483.5	182.5	0.01950	0.10970	0.17780	0.13300	ok	1	
a_thaliana	22618at33090	1797.7	629.3	0.01280	0.07620	0.16790	0.08800	ok	1	
a_thaliana	227848at33090	571.3	184.7	0.00910	0.03420	0.26660	0.04600	ok	1	
a_thaliana	228201at33090	738.4	269.6	0.02640	0.12500	0.21160	0.15800	ok	1	
a_thaliana	22958at33090	2049.8	680.2	0.00680	0.03850	0.17720	0.04400	ok	1	
a_thaliana	229764at33090	841.8	301.2	0.01220	0.08160	0.14920	0.09100	ok	1	
a_thaliana	229778at33090	383.0	166.0	0.01780	0.09790	0.18220	0.12600	ok	1	
a_thaliana	229782at33090	369.7	125.3	0.02880	0.05060	0.56880	0.10300	ok	1	
a_thaliana	230103at33090	1070.0	361.0	0.01300	0.04680	0.27810	0.06500	ok	1	
a_thaliana	231151at33090	699.2	230.8	0.01410	0.06360	0.22160	0.07900	ok	1	
a_thaliana	231707at33090	607.3	208.7	0.00320	0.09880	0.03240	0.08300	ok	1	
a_thaliana	233744at33090	390.6	143.4	0.01310	0.08140	0.16130	0.09400	ok	1	
a_thaliana	23444at33090	1679.7	507.3	0.01360	0.05200	0.26200	0.06800	ok	1	
a_thaliana	23853at33090	2009.2	720.8	0.01230	0.06260	0.19660	0.07700	ok	1	
a_thaliana	24838at33090	2099.3	675.7	0.00840	0.06890	0.12250	0.07000	ok	1	
a_thaliana	24at33090	11341.6	3868.4	0.00600	0.03350	0.17850	0.03900	ok	1	
a_thaliana	25435at33090	2172.2	656.8	0.01120	0.06750	0.16530	0.07300	ok	1	
a_thaliana	255at33090	5732.8	1980.2	0.00370	0.04930	0.07590	0.04600	ok	1	
a_thaliana	26868at33090	1553.8	540.2	0.01960	0.06780	0.28880	0.09600	ok	1	
a_thaliana	27237at33090	1793.6	615.4	0.00870	0.06110	0.14310	0.06600	ok	1	
a_thaliana	27607at33090	1532.3	555.7	0.00320	0.04440	0.07140	0.04200	ok	1	
a_thaliana	28920at33090	1787.7	606.3	0.00920	0.05400	0.17040	0.06200	ok	1	
a_thaliana	31855at33090	1560.1	602.9	0.01310	0.07570	0.17240	0.09200	ok	1	
a_thaliana	32730at33090	1391.5	396.5	0.00360	0.05150	0.06950	0.04300	ok	1	
a_thaliana	32923at33090	1564.9	505.1	0.00570	0.07290	0.07860	0.06600	ok	1	
a_thaliana	33264at33090	1347.4	467.6	0.01050	0.08650	0.12120	0.09000	ok	1	
a_thaliana	34517at33090	1766.4	714.6	0.00970	0.06520	0.14910	0.07700	ok	1	
a_thaliana	35499at33090	1560.2	560.8	0.00460	0.04970	0.09170	0.05000	ok	1	
a_thaliana	35887at33090	1940.7	600.3	0.02150	0.03870	0.55450	0.07700	ok	1	
a_thaliana	36284at33090	1709.2	609.8	0.00590	0.07990	0.07430	0.07600	ok	1	
a_thaliana	37663at33090	1452.7	551.3	0.00990	0.05960	0.16550	0.07100	ok	1	
a_thaliana	37699at33090	1881.6	593.4	0.04830	0.06450	0.74840	0.15600	ok	1	
a_thaliana	39913at33090	1628.6	594.4	0.00440	0.05710	0.07650	0.05500	ok	1	
a_thaliana	4034at33090	3101.7	1044.3	0.00940	0.05250	0.17870	0.06100	ok	1	
a_thaliana	40630at33090	1761.7	599.3	0.00990	0.04050	0.24470	0.05300	ok	1	
a_thaliana	41146at33090	1403.9	468.1	0.00760	0.04770	0.15830	0.05300	ok	1	
a_thaliana	4115at33090	2478.8	839.2	0.00730	0.05630	0.13050	0.05900	ok	1	
a_thaliana	41244at33090	1295.5	462.5	0.00710	0.05040	0.14150	0.05600	ok	1	
a_thaliana	42407at33090	1288.1	373.9	0.02280	0.10090	0.22610	0.12100	ok	1	
a_thaliana	43683at33090	1473.0	495.0	0.00900	0.06720	0.13400	0.07100	ok	1	
a_thaliana	43957at33090	2026.4	670.6	0.01710	0.08250	0.20800	0.10000	ok	1	
a_thaliana	44063at33090	1304.6	411.4	0.01100	0.07200	0.15330	0.07700	ok	1	
a_thaliana	44526at33090	1442.8	483.2	0.01010	0.08890	0.11320	0.09000	ok	1	
a_thaliana	46307at33090	1310.6	450.4	0.00460	0.07780	0.05940	0.07000	ok	1	
a_thaliana	48027at33090	1279.0	431.0	0.00370	0.07550	0.04920	0.06500	ok	1	
a_thaliana	48290at33090	1454.4	480.6	0.03240	0.14430	0.22460	0.18100	ok	1	
a_thaliana	48645at33090	1364.1	420.9	0.00600	0.07870	0.07610	0.06900	ok	1	
a_thaliana	49092at33090	1241.6	426.4	0.00080	0.06060	0.01320	0.04800	ok	1	
a_thaliana	50512at33090	1181.5	339.5	0.01610	0.09720	0.16600	0.10300	ok	1	
a_thaliana	50528at33090	1243.1	370.9	0.00880	0.11870	0.07380	0.10200	ok	1	
a_thaliana	51214at33090	1391.2	438.8	0.01670	0.06790	0.24570	0.08700	ok	1	
a_thaliana	51262at33090	1564.0	545.0	0.00990	0.03810	0.26020	0.05200	ok	1	
a_thaliana	52795at33090	1335.6	467.4	0.00840	0.07200	0.11630	0.07500	ok	1	
a_thaliana	5305at33090	2394.8	695.2	0.03110	0.00000	999.00000	0.07200	omega_boundary	1	
a_thaliana	53416at33090	1075.9	439.1	0.02000	0.08530	0.23480	0.11700	ok	1	
a_thaliana	53527at33090	2158.9	697.1	0.00750	0.06330	0.11920	0.06300	ok	1	
a_thaliana	58672at33090	1018.9	349.1	0.00320	0.06070	0.05200	0.05300	ok	1	
a_thaliana	5927at33090	2922.3	1052.7	0.01480	0.07000	0.21100	0.08800	ok	1	
a_thaliana	60262at33090	1034.2	339.8	0.00060	0.08290	0.00690	0.06300	ok	1	
a_thaliana	62262at33090	1034.9	360.1	0.02150	0.04790	0.44800	0.08500	ok	1	
a_thaliana	63411at33090	1159.2	421.8	0.00370	0.07700	0.04790	0.07000	ok	1	
a_thaliana	63853at33090	1067.6	348.4	0.00470	0.08460	0.05560	0.07300	ok	1	
a_thaliana	64272at33090	2067.2	611.8	0.01430	0.07720	0.18550	0.08600	ok	1	
a_thaliana	6512at33090	2628.6	839.4	0.01610	0.05970	0.27020	0.08000	ok	1	
a_thaliana	65263at33090	1355.1	411.9	0.02130	0.06780	0.31440	0.09700	ok	1	
a_thaliana	67132at33090	1513.7	496.3	0.00380	0.04130	0.09150	0.03900	ok	1	
a_thaliana	67389at33090	1223.4	381.6	0.00740	0.08710	0.08510	0.07900	ok	1	
a_thaliana	68169at33090	1774.1	655.9	0.01410	0.06460	0.21820	0.08300	ok	1	
a_thaliana	6843at33090	1803.0	609.0	0.00610	0.07760	0.07900	0.07200	ok	1	
a_thaliana	68537at33090	1018.1	373.9	0.00900	0.03170	0.28480	0.04500	ok	1	
a_thaliana	68957at33090	1267.1	442.9	0.00700	0.07140	0.09810	0.07100	ok	1	
a_thaliana	69073at33090	1041.5	371.5	0.01040	0.07160	0.14560	0.07900	ok	1	
a_thaliana	69137at33090	1263.1	383.9	0.01090	0.04820	0.22710	0.05900	ok	1	
a_thaliana	69505at33090	1094.6	288.4	0.02240	0.09140	0.24510	0.11000	ok	1	
a_thaliana	70613at33090	1026.7	353.3	0.01400	0.08720	0.16060	0.09800	ok	1	
a_thaliana	71620at33090	1035.2	326.8	0.00790	0.08230	0.09540	0.07700	ok	1	
a_thaliana	72992at33090	1302.2	386.8	0.01000	0.12630	0.07950	0.11000	ok	1	
a_thaliana	7366at33090	2496.7	725.3	0.00730	0.05960	0.12230	0.05700	ok	1	
a_thaliana	74230at33090	1071.1	332.9	0.01810	0.08040	0.22560	0.09900	ok	1	
a_thaliana	74742at33090	1042.2	358.8	0.01220	0.08770	0.13960	0.09500	ok	1	
a_thaliana	76849at33090	1312.4	454.6	0.00820	0.08600	0.09510	0.08500	ok	1	
a_thaliana	79950at33090	976.6	337.4	0.02300	0.10740	0.21380	0.13400	ok	1	
a_thaliana	8072at33090	2133.4	740.6	0.01090	0.04210	0.25980	0.05700	ok	1	
a_thaliana	83749at33090	1029.6	350.4	0.00870	0.06670	0.13010	0.07000	ok	1	
a_thaliana	84264at33090	1727.6	567.4	0.02660	0.07440	0.35710	0.11500	ok	1	
a_thaliana	87347at33090	2141.9	714.1	0.01420	0.06760	0.21010	0.08300	ok	1	
a_thaliana	87734at33090	1035.3	362.7	0.00880	0.07530	0.11750	0.07800	ok	1	
a_thaliana	88295at33090	1008.8	356.2	0.01010	0.08940	0.11350	0.09200	ok	1	
a_thaliana	88687at33090	988.3	322.7	0.01020	0.04750	0.21590	0.05800	ok	1	
a_thaliana	88771at33090	1233.1	431.9	0.01480	0.07160	0.20650	0.08900	ok	1	
a_thaliana	89796at33090	1484.1	555.9	0.00550	0.07940	0.06880	0.07700	ok	1	
a_thaliana	90301at33090	1024.3	361.7	0.00790	0.08430	0.09400	0.08400	ok	1	
a_thaliana	9044at33090	2350.1	814.9	0.00770	0.09380	0.08190	0.09000	ok	1	
a_thaliana	9058at33090	3281.2	1029.8	0.01510	0.05390	0.27920	0.07300	ok	1	
a_thaliana	90872at33090	1030.9	331.1	0.00940	0.06560	0.14340	0.06900	ok	1	
a_thaliana	92579at33090	857.2	351.8	0.01570	0.06160	0.25550	0.08700	ok	1	
a_thaliana	95807at33090	955.4	340.6	0.01890	0.06990	0.27070	0.09700	ok	1	
a_thaliana	96953at33090	883.8	274.2	0.01040	0.06670	0.15560	0.07100	ok	1	
a_thaliana	97593at33090	915.9	323.1	0.01600	0.05120	0.31340	0.07600	ok	1	
a_thaliana	9849at33090	2398.8	823.2	0.02550	0.07450	0.34230	0.11400	ok	1	
c_grandiflora	101241at33090	937.4	322.6	0.01760	0.15510	0.11330	0.15800	ok	1	
c_grandiflora	101701at33090	2012.1	621.9	0.00660	0.02150	0.30830	0.03000	ok	1	
c_grandiflora	102307at33090	773.9	255.1	0.00000	0.14790	0.00010	0.11000	omega_boundary	1	
c_grandiflora	103267at33090	1416.4	473.6	0.00000	0.01710	0.00010	0.01300	omega_boundary	1	
c_grandiflora	103382at33090	830.7	273.3	0.00000	0.02030	0.00010	0.01500	omega_boundary	1	
c_grandiflora	104557at33090	1006.8	376.2	0.00000	0.00000	4.34100	0.00000	ds_floor	0	ds_floor
c_grandiflora	104821at33090	1018.3	310.7	0.00700	0.00000	999.00000	0.01600	omega_boundary	1	
c_grandiflora	104867at33090	2135.4	612.6	0.03050	0.15420	0.19760	0.17400	ok	1	
c_grandiflora	105044at33090	1673.8	489.2	0.00350	0.00000	974.96180	0.00800	ds_floor	0	ds_floor
c_grandiflora	105782at33090	804.7	284.3	0.01650	0.15320	0.10800	0.15700	ok	1	
c_grandiflora	105867at33090	949.2	331.8	0.00000	0.11450	0.00010	0.08900	omega_boundary	1	
c_grandiflora	106769at33090	865.3	283.7	0.00940	0.11080	0.08450	0.10300	ok	1	
c_grandiflora	106886at33090	980.6	261.4	0.00440	0.00000	278.92050	0.01000	ds_floor	0	ds_floor
c_grandiflora	107107at33090	1180.8	343.2	0.04300	0.10800	0.39840	0.17300	ok	1	
c_grandiflora	108705at33090	1017.6	377.4	0.02220	0.15090	0.14690	0.17100	ok	1	
c_grandiflora	10924at33090	2197.6	694.4	0.00360	0.00000	980.12020	0.00800	ds_floor	0	ds_floor
c_grandiflora	109586at33090	1150.1	391.9	0.02170	0.14000	0.15460	0.15500	ok	1	
c_grandiflora	109823at33090	771.1	296.9	0.01740	0.17730	0.09790	0.18500	ok	1	
c_grandiflora	110222at33090	1373.0	391.0	0.00390	0.00000	999.00000	0.00900	omega_boundary	1	
c_grandiflora	111210at33090	826.5	268.5	0.02860	0.18480	0.15450	0.20100	ok	1	
c_grandiflora	111213at33090	746.6	294.4	0.00000	0.05230	0.00010	0.04400	omega_boundary	1	
c_grandiflora	111249at33090	911.9	297.1	0.05620	0.22240	0.25270	0.29100	ok	1	
c_grandiflora	111924at33090	743.0	232.0	0.02330	0.20660	0.11290	0.20100	ok	1	
c_grandiflora	112325at33090	860.8	255.2	0.01790	0.00000	999.00000	0.04200	omega_boundary	1	
c_grandiflora	112461at33090	1284.7	389.3	0.00000	0.05890	0.00010	0.04100	omega_boundary	1	
c_grandiflora	112542at33090	765.0	300.0	0.00780	0.00000	999.00000	0.01700	omega_boundary	1	
c_grandiflora	114996at33090	2996.5	948.5	0.00000	0.01730	0.00010	0.01200	omega_boundary	1	
c_grandiflora	115240at33090	923.0	319.0	0.02000	0.21630	0.09230	0.21100	ok	1	
c_grandiflora	115992at33090	648.7	248.3	0.00000	0.11240	0.00010	0.09300	omega_boundary	1	
c_grandiflora	116411at33090	822.3	272.7	0.01120	0.00000	999.00000	0.02500	omega_boundary	1	
c_grandiflora	116516at33090	1216.7	427.3	0.00410	0.00000	999.00000	0.00900	omega_boundary	1	
c_grandiflora	116585at33090	844.8	277.2	0.03560	0.22970	0.15490	0.25100	ok	1	
c_grandiflora	116623at33090	913.4	298.6	0.00000	0.02570	0.00010	0.01900	omega_boundary	1	
c_grandiflora	117191at33090	862.8	343.2	0.00020	0.00020	0.94070	0.00100	ds_floor	0	ds_floor
c_grandiflora	117247at33090	776.7	264.3	0.00000	0.03160	0.00010	0.02400	omega_boundary	1	
c_grandiflora	11800at33090	2847.9	947.1	0.01460	0.23190	0.06310	0.20700	ok	1	
c_grandiflora	119439at33090	1010.3	393.7	0.01950	0.24400	0.07990	0.24700	ok	1	
c_grandiflora	120031at33090	922.8	331.2	0.04080	0.15270	0.26690	0.21100	ok	1	
c_grandiflora	120455at33090	706.3	280.7	0.02910	0.11960	0.24340	0.16500	ok	1	
c_grandiflora	120589at33090	1227.3	359.7	0.00490	0.15300	0.03220	0.11500	ok	1	
c_grandiflora	121281at33090	771.6	293.4	0.03250	0.14390	0.22560	0.19000	ok	1	
c_grandiflora	122367at33090	1009.8	418.2	0.00000	0.00000	0.00010	0.00000	omega_boundary	1	
c_grandiflora	122422at33090	733.1	232.9	0.00600	0.00000	999.00000	0.01400	omega_boundary	1	
c_grandiflora	122831at33090	1240.9	373.1	0.00500	0.00000	999.00000	0.01100	omega_boundary	1	
c_grandiflora	122958at33090	766.1	229.9	0.00000	0.08050	0.00010	0.05600	omega_boundary	1	
c_grandiflora	123838at33090	780.6	254.4	0.00000	0.15840	0.00010	0.11700	omega_boundary	1	
c_grandiflora	125747at33090	759.4	224.6	0.00250	0.00000	999.00000	0.00600	omega_boundary	1	
c_grandiflora	126138at33090	1208.9	405.1	0.02270	0.20810	0.10900	0.20800	ok	1	
c_grandiflora	126427at33090	721.4	244.6	0.02600	0.14610	0.17800	0.16900	ok	1	
c_grandiflora	128774at33090	623.0	220.0	0.01220	0.06890	0.17710	0.08100	ok	1	
c_grandiflora	130268at33090	804.6	260.4	0.01540	0.00000	999.00000	0.03500	omega_boundary	1	
c_grandiflora	130279at33090	904.2	319.8	0.01310	0.00000	999.00000	0.02900	omega_boundary	1	
c_grandiflora	13039at33090	2189.2	726.8	0.00000	0.02980	0.00010	0.02200	omega_boundary	1	
c_grandiflora	130637at33090	1044.2	362.8	0.01150	0.15600	0.07350	0.14600	ok	1	
c_grandiflora	131556at33090	1068.6	350.4	0.00000	0.09300	0.00010	0.06900	omega_boundary	1	
c_grandiflora	131874at33090	1471.8	553.2	0.00220	0.00000	369.26920	0.00500	ds_floor	0	ds_floor
c_grandiflora	131914at33090	712.9	250.1	0.00000	0.02100	0.00010	0.01600	omega_boundary	1	
c_grandiflora	133112at33090	917.1	324.9	0.02350	0.12180	0.19280	0.14800	ok	1	
c_grandiflora	133622at33090	861.4	254.6	0.03800	0.23860	0.15930	0.25100	ok	1	
c_grandiflora	134078at33090	729.0	261.0	0.00000	0.07110	0.00010	0.05600	omega_boundary	1	
c_grandiflora	135419at33090	937.6	313.4	0.01240	0.00000	999.00000	0.02800	omega_boundary	1	
c_grandiflora	135892at33090	1216.4	415.6	0.00000	0.01470	0.00010	0.01100	omega_boundary	1	
c_grandiflora	136118at33090	1473.1	467.9	0.00000	0.00000	0.20250	0.00000	ds_floor	0	ds_floor
c_grandiflora	136267at33090	755.8	267.2	0.00000	0.02350	0.00010	0.01800	omega_boundary	1	
c_grandiflora	1363at33090	3646.6	1171.4	0.00000	0.00000	5.02950	0.00000	ds_floor	0	ds_floor
c_grandiflora	13643at33090	1841.2	666.8	0.00280	0.00000	817.22280	0.00600	ds_floor	0	ds_floor
c_grandiflora	136579at33090	1015.1	310.9	0.00000	0.01490	0.00010	0.01000	omega_boundary	1	
c_grandiflora	137018at33090	888.9	320.1	0.01470	0.20150	0.07270	0.19200	ok	1	
c_grandiflora	137771at33090	1559.2	438.8	0.00000	0.00000	0.29720	0.00000	ds_floor	0	ds_floor
c_grandiflora	137787at33090	1490.5	447.5	0.00960	0.00000	999.00000	0.02200	omega_boundary	1	
c_grandiflora	138782at33090	749.2	252.8	0.01300	0.00000	999.00000	0.02900	omega_boundary	1	
c_grandiflora	139062at33090	831.9	260.1	0.02000	0.14650	0.13650	0.15000	ok	1	
c_grandiflora	139450at33090	1045.9	289.1	0.00970	0.00000	999.00000	0.02300	omega_boundary	1	
c_grandiflora	139497at33090	2434.6	721.4	0.03090	0.17440	0.17700	0.19100	ok	1	
c_grandiflora	140683at33090	782.6	297.4	0.00000	0.00000	0.33770	0.00000	ds_floor	0	ds_floor
c_grandiflora	140876at33090	651.6	230.4	0.00460	0.00000	999.00000	0.01000	omega_boundary	1	
c_grandiflora	141861at33090	663.2	212.8	0.00300	0.00000	999.00000	0.00700	omega_boundary	1	
c_grandiflora	1419at33090	4124.4	1443.6	0.00190	0.00000	999.00000	0.00400	omega_boundary	1	
c_grandiflora	142382at33090	758.4	246.6	0.00080	0.00000	97.99140	0.00200	ds_floor	0	ds_floor
c_grandiflora	142433at33090	777.5	278.5	0.00000	0.02250	0.00010	0.01800	omega_boundary	1	
c_grandiflora	143102at33090	893.6	351.4	0.00260	0.00000	999.00000	0.00600	omega_boundary	1	
c_grandiflora	143347at33090	750.5	242.5	0.00000	0.05420	0.00010	0.04000	omega_boundary	1	
c_grandiflora	143963at33090	716.4	276.6	0.03680	0.11690	0.31510	0.17700	ok	1	
c_grandiflora	144144at33090	469.1	145.9	0.01750	0.12140	0.14400	0.12600	ok	1	
c_grandiflora	144680at33090	501.1	182.9	0.70650	60.38450	0.01170	50.00000	ok	0	ds>1.5
c_grandiflora	144716at33090	650.9	222.1	0.02490	0.18460	0.13500	0.19700	ok	1	
c_grandiflora	144765at33090	743.4	294.6	0.00000	0.02750	0.00010	0.02300	omega_boundary	1	
c_grandiflora	144990at33090	672.1	236.9	0.01240	0.00000	999.00000	0.02800	omega_boundary	1	
c_grandiflora	145061at33090	1429.5	517.5	0.00000	0.00000	8.07940	0.00000	ds_floor	0	ds_floor
c_grandiflora	145734at33090	954.7	251.3	0.00000	0.04780	0.00010	0.03000	omega_boundary	1	
c_grandiflora	146354at33090	663.0	243.0	0.02260	0.24130	0.09370	0.24400	ok	1	
c_grandiflora	146469at33090	596.9	231.1	0.00000	0.06990	0.00010	0.05800	omega_boundary	1	
c_grandiflora	146772at33090	692.6	237.4	0.03920	0.06590	0.59530	0.13800	ok	1	
c_grandiflora	146921at33090	536.2	198.8	0.00920	0.17880	0.05130	0.16500	ok	1	
c_grandiflora	147083at33090	769.8	265.2	0.01110	0.00000	999.00000	0.02500	omega_boundary	1	
c_grandiflora	147262at33090	795.7	332.3	0.01770	0.18500	0.09560	0.20100	ok	1	
c_grandiflora	148839at33090	946.8	292.2	0.00000	0.00000	0.42920	0.00000	ds_floor	0	ds_floor
c_grandiflora	149782at33090	572.1	195.9	0.03100	0.30390	0.10210	0.30200	ok	1	
c_grandiflora	150559at33090	654.7	164.3	0.00000	0.12530	0.00010	0.07500	omega_boundary	1	
c_grandiflora	152317at33090	675.2	263.8	0.00000	0.04670	0.00010	0.03900	omega_boundary	1	
c_grandiflora	153820at33090	980.4	333.6	0.00000	0.01330	0.00010	0.01000	omega_boundary	1	
c_grandiflora	154870at33090	1504.1	523.9	0.00000	0.00000	3.05240	0.00000	ds_floor	0	ds_floor
c_grandiflora	155102at33090	642.4	218.6	0.00000	0.04570	0.00010	0.03500	omega_boundary	1	
c_grandiflora	1557at33090	3871.0	1262.0	0.03410	0.14480	0.23530	0.18400	ok	1	
c_grandiflora	15682at33090	1890.6	653.4	0.01880	0.13430	0.14000	0.14500	ok	1	
c_grandiflora	156843at33090	596.1	216.9	0.00000	0.00000	0.26980	0.00000	ds_floor	0	ds_floor
c_grandiflora	156887at33090	611.7	201.3	0.01830	0.00000	999.00000	0.04100	omega_boundary	1	
c_grandiflora	158492at33090	615.0	174.0	0.01290	0.07050	0.18330	0.07700	ok	1	
c_grandiflora	158957at33090	549.2	167.8	0.03200	0.12240	0.26190	0.16000	ok	1	
c_grandiflora	160064at33090	423.5	146.5	0.01440	0.23220	0.06210	0.21100	ok	1	
c_grandiflora	160610at33090	708.3	251.7	0.00000	0.00000	5.52490	0.00000	ds_floor	0	ds_floor
c_grandiflora	160680at33090	1610.8	534.2	0.00410	0.00000	198.20650	0.00900	ds_floor	0	ds_floor
c_grandiflora	161054at33090	825.3	305.7	0.00000	0.05820	0.00010	0.04700	omega_boundary	1	
c_grandiflora	161066at33090	856.5	349.5	0.00000	0.08240	0.00010	0.07200	omega_boundary	1	
c_grandiflora	161269at33090	510.4	179.6	0.04680	0.25560	0.18290	0.30300	ok	1	
c_grandiflora	161309at33090	1131.9	350.1	0.00000	0.00000	0.51560	0.00000	ds_floor	0	ds_floor
c_grandiflora	161559at33090	666.0	264.0	0.00850	0.00000	999.00000	0.01800	omega_boundary	1	
c_grandiflora	162794at33090	650.1	216.9	0.16160	8.09680	0.02000	6.44100	ok	0	ds>1.5
c_grandiflora	163097at33090	965.0	346.0	0.00000	0.11440	0.00010	0.09100	omega_boundary	1	
c_grandiflora	163701at33090	681.9	215.1	0.01020	0.00000	999.00000	0.02300	omega_boundary	1	
c_grandiflora	163833at33090	951.9	341.1	0.02420	0.26080	0.09260	0.26000	ok	1	
c_grandiflora	164019at33090	799.7	253.3	0.00000	0.15350	0.00010	0.11100	omega_boundary	1	
c_grandiflora	164556at33090	593.6	219.4	0.00000	0.11370	0.00010	0.09200	omega_boundary	1	
c_grandiflora	165103at33090	666.2	227.8	0.00000	0.48690	0.00010	0.37200	omega_boundary	1	
c_grandiflora	166645at33090	4121.4	1344.6	0.00000	0.03680	0.00010	0.02700	omega_boundary	1	
c_grandiflora	167076at33090	520.2	160.8	0.00000	0.00000	4.15440	0.00000	ds_floor	0	ds_floor
c_grandiflora	167217at33090	565.0	188.0	0.01260	0.14820	0.08470	0.13900	ok	1	
c_grandiflora	16726at33090	2046.1	716.9	0.03290	0.17160	0.19150	0.20700	ok	1	
c_grandiflora	167325at33090	572.5	216.5	0.00000	0.02580	0.00010	0.02100	omega_boundary	1	
c_grandiflora	167809at33090	429.5	167.5	0.00250	0.00000	999.00000	0.00500	omega_boundary	1	
c_grandiflora	167850at33090	508.9	166.1	0.00440	0.00000	999.00000	0.01000	omega_boundary	1	
c_grandiflora	167932at33090	553.6	202.4	0.01110	0.10820	0.10220	0.11100	ok	1	
c_grandiflora	168269at33090	574.2	181.8	0.00000	0.00000	1.39080	0.00000	ds_floor	0	ds_floor
c_grandiflora	168270at33090	856.1	265.9	0.00360	0.07100	0.05130	0.05900	ok	1	
c_grandiflora	168563at33090	511.5	190.5	0.00000	0.06590	0.00010	0.05400	omega_boundary	1	
c_grandiflora	169007at33090	475.9	190.1	0.00000	0.00690	0.00010	0.00600	omega_boundary	1	
