gene_id	dataset_index	tip	branch	t	N	S	omega	dN	dS	lnL	kappa	is_terminal	qc_flag
161066at33090	14		4..5	0.105	856.6	349.4	0.1734	0.0147	0.085	-2312.79726	1.76244	False	ok
161066at33090	14	a_halleri	5..1	0.086	856.6	349.4	0.1734	0.0121	0.0698	-2312.79726	1.76244	True	ok
161066at33090	14	a_thaliana	5..2	0.108	856.6	349.4	0.2521	0.0194	0.0769	-2312.79726	1.76244	True	ok
161269at33090	15	c_grandiflora	4..3	0.137	510.5	179.5	0.1937	0.0219	0.1132	-1312.746668	1.83265	True	ok
161269at33090	15		4..5	0.165	510.5	179.5	0.1937	0.0264	0.1362	-1312.746668	1.83265	False	ok
161269at33090	15	a_halleri	5..1	0.068	510.5	179.5	0.1937	0.0109	0.0564	-1312.746668	1.83265	True	ok
161269at33090	15	a_thaliana	5..2	0.067	510.5	179.5	0.0827	0.0058	0.07	-1312.746668	1.83265	True	ok
161309at33090	16	c_grandiflora	4..3	0.117	1131.8	350.2	0.1509	0.0168	0.1114	-2739.215637	1.77388	True	ok
161309at33090	16		4..5	0.149	1131.8	350.2	0.1509	0.0213	0.1415	-2739.215637	1.77388	False	ok
161309at33090	16	a_halleri	5..1	0.038	1131.8	350.2	0.1509	0.0054	0.0356	-2739.215637	1.77388	True	ok
161309at33090	16	a_thaliana	5..2	0.073	1131.8	350.2	0.3495	0.0168	0.0481	-2739.215637	1.77388	True	ok
161559at33090	17	c_grandiflora	4..3	0.101	665.8	264.2	0.1635	0.0137	0.084	-1669.367201	2.87543	True	ok
161559at33090	17		4..5	0.076	665.8	264.2	0.1635	0.0103	0.0629	-1669.367201	2.87543	False	ok
161559at33090	17	a_halleri	5..1	0.054	665.8	264.2	0.1635	0.0073	0.0446	-1669.367201	2.87543	True	ok
161559at33090	17	a_thaliana	5..2	0.067	665.8	264.2	0.207	0.0107	0.0517	-1669.367201	2.87543	True	ok
162794at33090	18	c_grandiflora	4..3	30.384	649.8	217.2	0.0084	0.3315	39.4323	-2299.78567	1.7844	True	ok
162794at33090	18		4..5	30.328	649.8	217.2	0.0084	0.3309	39.3591	-2299.78567	1.7844	False	ok
162794at33090	18	a_halleri	5..1	0.0	649.8	217.2	0.0084	0.0	0.0	-2299.78567	1.7844	True	ds_floor
162794at33090	18	a_thaliana	5..2	0.086	649.8	217.2	0.0139	0.0015	0.1103	-2299.78567	1.7844	True	ok
163097at33090	19	c_grandiflora	4..3	0.082	965.0	346.0	0.1069	0.0085	0.0794	-2377.325202	1.94597	True	ok
163097at33090	19		4..5	0.113	965.0	346.0	0.1069	0.0117	0.1097	-2377.325202	1.94597	False	ok
163097at33090	19	a_halleri	5..1	0.052	965.0	346.0	0.1069	0.0054	0.0504	-2377.325202	1.94597	True	ok
163097at33090	19	a_thaliana	5..2	0.101	965.0	346.0	0.2021	0.0165	0.0817	-2377.325202	1.94597	True	ok
163701at33090	20	c_grandiflora	4..3	0.177	681.9	215.1	0.1833	0.0286	0.1559	-1696.777822	1.85555	True	ok
163701at33090	20		4..5	0.106	681.9	215.1	0.1833	0.0171	0.0931	-1696.777822	1.85555	False	ok
163701at33090	20	a_halleri	5..1	0.064	681.9	215.1	0.1833	0.0103	0.0564	-1696.777822	1.85555	True	ok
163701at33090	20	a_thaliana	5..2	0.066	681.9	215.1	0.1524	0.0094	0.0615	-1696.777822	1.85555	True	ok
163833at33090	1	c_grandiflora	4..3	0.166	951.9	341.1	0.0936	0.0156	0.1665	-2282.197361	2.46581	True	ok
163833at33090	1		4..5	0.093	951.9	341.1	0.0936	0.0087	0.0934	-2282.197361	2.46581	False	ok
163833at33090	1	a_halleri	5..1	0.031	951.9	341.1	0.0936	0.003	0.0316	-2282.197361	2.46581	True	ok
163833at33090	1	a_thaliana	5..2	0.055	951.9	341.1	0.2265	0.0097	0.0429	-2282.197361	2.46581	True	ok
164019at33090	2	c_grandiflora	4..3	0.131	799.4	253.6	0.2148	0.0232	0.108	-1947.71093	1.7063	True	ok
164019at33090	2		4..5	0.091	799.4	253.6	0.2148	0.0162	0.0754	-1947.71093	1.7063	False	ok
164019at33090	2	a_halleri	5..1	0.043	799.4	253.6	0.2148	0.0075	0.0351	-1947.71093	1.7063	True	ok
164019at33090	2	a_thaliana	5..2	0.072	799.4	253.6	0.5064	0.0195	0.0385	-1947.71093	1.7063	True	ok
164556at33090	3	c_grandiflora	4..3	0.137	593.6	219.4	0.2203	0.0234	0.1063	-1548.803802	2.10098	True	ok
164556at33090	3		4..5	0.097	593.6	219.4	0.2203	0.0165	0.0749	-1548.803802	2.10098	False	ok
164556at33090	3	a_halleri	5..1	0.061	593.6	219.4	0.2203	0.0103	0.047	-1548.803802	2.10098	True	ok
164556at33090	3	a_thaliana	5..2	0.093	593.6	219.4	0.3067	0.0194	0.0631	-1548.803802	2.10098	True	ok
165103at33090	4	c_grandiflora	4..3	5.15	666.2	227.8	0.0657	0.3711	5.6511	-2500.513944	1.41162	True	ok
165103at33090	4		4..5	5.195	666.2	227.8	0.0657	0.3743	5.6996	-2500.513944	1.41162	False	ok
165103at33090	4	a_halleri	5..1	0.183	666.2	227.8	0.0657	0.0132	0.2012	-2500.513944	1.41162	True	ok
165103at33090	4	a_thaliana	5..2	0.0	666.2	227.8	0.0001	0.0	0.0	-2500.513944	1.41162	True	omega_boundary
166645at33090	5	c_grandiflora	4..3	0.072	4121.7	1344.3	0.1875	0.0116	0.0621	-9531.149517	2.17938	True	ok
166645at33090	5		4..5	0.1	4121.7	1344.3	0.1875	0.0161	0.0861	-9531.149517	2.17938	False	ok
166645at33090	5	a_halleri	5..1	0.033	4121.7	1344.3	0.1875	0.0053	0.0283	-9531.149517	2.17938	True	ok
166645at33090	5	a_thaliana	5..2	0.054	4121.7	1344.3	0.2687	0.0109	0.0404	-9531.149517	2.17938	True	ok
167076at33090	6	c_grandiflora	4..3	0.118	520.2	160.8	0.0871	0.0113	0.1302	-1220.125842	2.41799	True	ok
167076at33090	6		4..5	0.077	520.2	160.8	0.0871	0.0073	0.0843	-1220.125842	2.41799	False	ok
167076at33090	6	a_halleri	5..1	0.095	520.2	160.8	0.0871	0.0091	0.1046	-1220.125842	2.41799	True	ok
167076at33090	6	a_thaliana	5..2	0.061	520.2	160.8	0.0242	0.0019	0.08	-1220.125842	2.41799	True	ok
167217at33090	7	c_grandiflora	4..3	0.084	565.0	188.0	0.0557	0.0054	0.0963	-1356.203329	2.33565	True	ok
167217at33090	7		4..5	0.059	565.0	188.0	0.0557	0.0037	0.0671	-1356.203329	2.33565	False	ok
167217at33090	7	a_halleri	5..1	0.081	565.0	188.0	0.0557	0.0052	0.093	-1356.203329	2.33565	True	ok
167217at33090	7	a_thaliana	5..2	0.131	565.0	188.0	0.0922	0.0126	0.1369	-1356.203329	2.33565	True	ok
16726at33090	8	c_grandiflora	4..3	0.102	2046.1	716.9	0.1955	0.0165	0.0843	-5100.020034	2.09427	True	ok
16726at33090	8		4..5	0.104	2046.1	716.9	0.1955	0.0168	0.0858	-5100.020034	2.09427	False	ok
16726at33090	8	a_halleri	5..1	0.058	2046.1	716.9	0.1955	0.0093	0.0477	-5100.020034	2.09427	True	ok
16726at33090	8	a_thaliana	5..2	0.072	2046.1	716.9	0.3027	0.0151	0.0499	-5100.020034	2.09427	True	ok
167325at33090	9	c_grandiflora	4..3	0.047	572.5	216.5	0.3709	0.0107	0.0288	-1427.901511	2.65784	True	ok
167325at33090	9		4..5	0.109	572.5	216.5	0.3709	0.0247	0.0667	-1427.901511	2.65784	False	ok
167325at33090	9	a_halleri	5..1	0.034	572.5	216.5	0.3709	0.0078	0.0211	-1427.901511	2.65784	True	ok
167325at33090	9	a_thaliana	5..2	0.107	572.5	216.5	0.4621	0.0272	0.0588	-1427.901511	2.65784	True	ok
167809at33090	10	c_grandiflora	4..3	0.073	429.4	167.6	0.0292	0.0024	0.0811	-1017.180091	3.99329	True	ok
167809at33090	10		4..5	0.086	429.4	167.6	0.0292	0.0028	0.0945	-1017.180091	3.99329	False	ok
167809at33090	10	a_halleri	5..1	0.06	429.4	167.6	0.0292	0.0019	0.0665	-1017.180091	3.99329	True	ok
167809at33090	10	a_thaliana	5..2	0.091	429.4	167.6	0.0489	0.0047	0.0957	-1017.180091	3.99329	True	ok
167850at33090	11	c_grandiflora	4..3	0.149	509.0	166.0	0.2556	0.029	0.1134	-1326.942944	1.62222	True	ok
167850at33090	11		4..5	0.157	509.0	166.0	0.2556	0.0304	0.1189	-1326.942944	1.62222	False	ok
167850at33090	11	a_halleri	5..1	0.091	509.0	166.0	0.2556	0.0178	0.0694	-1326.942944	1.62222	True	ok
167850at33090	11	a_thaliana	5..2	0.056	509.0	166.0	0.4537	0.0143	0.0315	-1326.942944	1.62222	True	ok
167932at33090	12	c_grandiflora	4..3	0.01	553.6	202.4	0.1356	0.0012	0.0087	-1398.816466	2.01531	True	ok
167932at33090	12		4..5	0.099	553.6	202.4	0.1356	0.0122	0.0897	-1398.816466	2.01531	False	ok
167932at33090	12	a_halleri	5..1	0.056	553.6	202.4	0.1356	0.0069	0.0512	-1398.816466	2.01531	True	ok
167932at33090	12	a_thaliana	5..2	0.16	553.6	202.4	0.4816	0.0413	0.0858	-1398.816466	2.01531	True	ok
168269at33090	13	c_grandiflora	4..3	0.067	574.2	181.8	0.1319	0.0086	0.0653	-1286.381961	1.67606	True	ok
168269at33090	13		4..5	0.068	574.2	181.8	0.1319	0.0087	0.0663	-1286.381961	1.67606	False	ok
168269at33090	13	a_halleri	5..1	0.055	574.2	181.8	0.1319	0.0071	0.0535	-1286.381961	1.67606	True	ok
168269at33090	13	a_thaliana	5..2	0.061	574.2	181.8	0.1508	0.0087	0.0574	-1286.381961	1.67606	True	ok
168270at33090	14	c_grandiflora	4..3	0.061	855.9	266.1	0.0703	0.0049	0.0699	-1865.414723	1.07735	True	ok
168270at33090	14		4..5	0.083	855.9	266.1	0.0703	0.0067	0.0952	-1865.414723	1.07735	False	ok
168270at33090	14	a_halleri	5..1	0.017	855.9	266.1	0.0703	0.0013	0.0192	-1865.414723	1.07735	True	ok
168270at33090	14	a_thaliana	5..2	0.06	855.9	266.1	0.0491	0.0036	0.0731	-1865.414723	1.07735	True	ok
168563at33090	15	c_grandiflora	4..3	0.094	511.5	190.5	0.1379	0.0117	0.0846	-1415.958631	1.24124	True	ok
168563at33090	15		4..5	0.129	511.5	190.5	0.1379	0.0159	0.1156	-1415.958631	1.24124	False	ok
168563at33090	15	a_halleri	5..1	0.069	511.5	190.5	0.1379	0.0085	0.062	-1415.958631	1.24124	True	ok
168563at33090	15	a_thaliana	5..2	0.202	511.5	190.5	0.2495	0.0371	0.1486	-1415.958631	1.24124	True	ok
169007at33090	16	c_grandiflora	4..3	0.129	476.0	190.0	0.0936	0.0114	0.1218	-1221.429993	4.02834	True	ok
169007at33090	16		4..5	0.139	476.0	190.0	0.0936	0.0123	0.1318	-1221.429993	4.02834	False	ok
169007at33090	16	a_halleri	5..1	0.101	476.0	190.0	0.0936	0.009	0.0959	-1221.429993	4.02834	True	ok
169007at33090	16	a_thaliana	5..2	0.08	476.0	190.0	0.0509	0.0042	0.0827	-1221.429993	4.02834	True	ok
170939at33090	17	c_grandiflora	4..3	0.071	1075.9	361.1	0.1403	0.0093	0.0663	-2529.697242	1.5939	True	ok
170939at33090	17		4..5	0.096	1075.9	361.1	0.1403	0.0126	0.0896	-2529.697242	1.5939	False	ok
170939at33090	17	a_halleri	5..1	0.041	1075.9	361.1	0.1403	0.0054	0.0386	-2529.697242	1.5939	True	ok
170939at33090	17	a_thaliana	5..2	0.077	1075.9	361.1	0.1082	0.0083	0.077	-2529.697242	1.5939	True	ok
170945at33090	18	c_grandiflora	4..3	0.001	1202.1	435.9	0.0962	0.0001	0.0007	-2866.941637	2.00678	True	ds_floor
170945at33090	18		4..5	0.134	1202.1	435.9	0.0962	0.0128	0.1331	-2866.941637	2.00678	False	ok
170945at33090	18	a_halleri	5..1	0.073	1202.1	435.9	0.0962	0.0069	0.0719	-2866.941637	2.00678	True	ok
170945at33090	18	a_thaliana	5..2	0.073	1202.1	435.9	0.0773	0.0058	0.0749	-2866.941637	2.00678	True	ok
171195at33090	19	c_grandiflora	4..3	0.179	541.4	178.6	0.1351	0.023	0.1703	-1433.453967	1.97944	True	ok
171195at33090	19		4..5	0.118	541.4	178.6	0.1351	0.0152	0.1123	-1433.453967	1.97944	False	ok
171195at33090	19	a_halleri	5..1	0.104	541.4	178.6	0.1351	0.0134	0.0994	-1433.453967	1.97944	True	ok
171195at33090	19	a_thaliana	5..2	0.144	541.4	178.6	0.1093	0.0159	0.1456	-1433.453967	1.97944	True	ok
171627at33090	20	c_grandiflora	4..3	0.101	441.0	129.0	0.0614	0.0076	0.1234	-995.575275	0.7728	True	ok
171627at33090	20		4..5	0.076	441.0	129.0	0.0614	0.0057	0.0921	-995.575275	0.7728	False	ok
171627at33090	20	a_halleri	5..1	0.122	441.0	129.0	0.0614	0.0091	0.1483	-995.575275	0.7728	True	ok
171627at33090	20	a_thaliana	5..2	0.057	441.0	129.0	0.0287	0.0022	0.0771	-995.575275	0.7728	True	ok
171708at33090	1	c_grandiflora	4..3	0.095	711.4	254.6	0.0701	0.0071	0.1008	-1694.473875	1.95062	True	ok
171708at33090	1		4..5	0.122	711.4	254.6	0.0701	0.0091	0.1294	-1694.473875	1.95062	False	ok
171708at33090	1	a_halleri	5..1	0.032	711.4	254.6	0.0701	0.0024	0.0343	-1694.473875	1.95062	True	ok
171708at33090	1	a_thaliana	5..2	0.065	711.4	254.6	0.1845	0.01	0.0543	-1694.473875	1.95062	True	ok
171767at33090	2	c_grandiflora	4..3	0.116	558.9	221.1	0.1599	0.0156	0.0976	-1416.992556	2.9226	True	ok
171767at33090	2		4..5	0.065	558.9	221.1	0.1599	0.0087	0.0541	-1416.992556	2.9226	False	ok
171767at33090	2	a_halleri	5..1	0.048	558.9	221.1	0.1599	0.0064	0.0401	-1416.992556	2.9226	True	ok
171767at33090	2	a_thaliana	5..2	0.102	558.9	221.1	0.1762	0.0147	0.0833	-1416.992556	2.9226	True	ok
172000at33090	3	c_grandiflora	4..3	0.122	980.9	321.1	0.1275	0.0151	0.1185	-2372.257622	1.80417	True	ok
172000at33090	3		4..5	0.132	980.9	321.1	0.1275	0.0163	0.1282	-2372.257622	1.80417	False	ok
172000at33090	3	a_halleri	5..1	0.062	980.9	321.1	0.1275	0.0077	0.0604	-2372.257622	1.80417	True	ok
172000at33090	3	a_thaliana	5..2	0.052	980.9	321.1	0.112	0.0059	0.0523	-2372.257622	1.80417	True	ok
172535at33090	4	c_grandiflora	4..3	0.137	1012.7	334.3	0.1847	0.0217	0.1176	-2492.29639	2.11796	True	ok
172535at33090	4		4..5	0.086	1012.7	334.3	0.1847	0.0137	0.0743	-2492.29639	2.11796	False	ok
172535at33090	4	a_halleri	5..1	0.063	1012.7	334.3	0.1847	0.01	0.0544	-2492.29639	2.11796	True	ok
172535at33090	4	a_thaliana	5..2	0.074	1012.7	334.3	0.1703	0.0112	0.0656	-2492.29639	2.11796	True	ok
172666at33090	5	c_grandiflora	4..3	0.112	604.5	208.5	0.1717	0.0166	0.0968	-1590.148778	1.55442	True	ok
172666at33090	5		4..5	0.125	604.5	208.5	0.1717	0.0187	0.1087	-1590.148778	1.55442	False	ok
172666at33090	5	a_halleri	5..1	0.121	604.5	208.5	0.1717	0.0181	0.1054	-1590.148778	1.55442	True	ok
172666at33090	5	a_thaliana	5..2	0.077	604.5	208.5	0.3236	0.0168	0.0518	-1590.148778	1.55442	True	ok
173119at33090	6	c_grandiflora	4..3	0.097	695.0	202.0	0.1632	0.015	0.0922	-1790.450189	2.1329	True	ok
173119at33090	6		4..5	0.14	695.0	202.0	0.1632	0.0216	0.1324	-1790.450189	2.1329	False	ok
173119at33090	6	a_halleri	5..1	0.106	695.0	202.0	0.1632	0.0164	0.1004	-1790.450189	2.1329	True	ok
173119at33090	6	a_thaliana	5..2	0.149	695.0	202.0	0.1517	0.022	0.1448	-1790.450189	2.1329	True	ok
173143at33090	7	c_grandiflora	4..3	0.12	1417.2	769.8	0.2747	0.0207	0.0753	-3996.490817	2.13699	True	ok
173143at33090	7		4..5	0.096	1417.2	769.8	0.2747	0.0165	0.0602	-3996.490817	2.13699	False	ok
173143at33090	7	a_halleri	5..1	0.063	1417.2	769.8	0.2747	0.0108	0.0394	-3996.490817	2.13699	True	ok
173143at33090	7	a_thaliana	5..2	0.108	1417.2	769.8	0.3216	0.0207	0.0642	-3996.490817	2.13699	True	ok
173477at33090	8	c_grandiflora	4..3	0.106	440.7	132.3	0.044	0.0059	0.133	-973.082238	1.40487	True	ok
173477at33090	8		4..5	0.091	440.7	132.3	0.044	0.005	0.1146	-973.082238	1.40487	False	ok
173477at33090	8	a_halleri	5..1	0.05	440.7	132.3	0.044	0.0028	0.0631	-973.082238	1.40487	True	ok
173477at33090	8	a_thaliana	5..2	0.052	440.7	132.3	0.0001	0.0	0.0747	-973.082238	1.40487	True	omega_boundary
174213at33090	9	c_grandiflora	4..3	0.093	577.8	157.2	0.226	0.0178	0.0788	-1338.413097	1.46225	True	ok
174213at33090	9		4..5	0.124	577.8	157.2	0.226	0.0239	0.1058	-1338.413097	1.46225	False	ok
174213at33090	9	a_halleri	5..1	0.05	577.8	157.2	0.226	0.0096	0.0427	-1338.413097	1.46225	True	ok
174213at33090	9	a_thaliana	5..2	0.102	577.8	157.2	0.0788	0.0097	0.123	-1338.413097	1.46225	True	ok
174767at33090	10	c_grandiflora	4..3	0.068	508.2	178.8	0.0834	0.0058	0.07	-1192.508305	1.73393	True	ok
174767at33090	10		4..5	0.114	508.2	178.8	0.0834	0.0098	0.1178	-1192.508305	1.73393	False	ok
174767at33090	10	a_halleri	5..1	0.051	508.2	178.8	0.0834	0.0044	0.0527	-1192.508305	1.73393	True	ok
174767at33090	10	a_thaliana	5..2	0.054	508.2	178.8	0.031	0.002	0.0637	-1192.508305	1.73393	True	ok
175583at33090	11	c_grandiflora	4..3	0.139	465.0	147.0	0.2618	0.0277	0.1058	-1149.446615	1.27005	True	ok
175583at33090	11		4..5	0.078	465.0	147.0	0.2618	0.0155	0.059	-1149.446615	1.27005	False	ok
175583at33090	11	a_halleri	5..1	0.047	465.0	147.0	0.2618	0.0094	0.0357	-1149.446615	1.27005	True	ok
175583at33090	11	a_thaliana	5..2	0.078	465.0	147.0	0.3397	0.0177	0.0522	-1149.446615	1.27005	True	ok
175792at33090	12	c_grandiflora	4..3	0.07	541.6	136.4	0.1368	0.0103	0.0755	-1178.391228	1.22325	True	ok
175792at33090	12		4..5	0.098	541.6	136.4	0.1368	0.0144	0.1054	-1178.391228	1.22325	False	ok
175792at33090	12	a_halleri	5..1	0.042	541.6	136.4	0.1368	0.0062	0.0453	-1178.391228	1.22325	True	ok
175792at33090	12	a_thaliana	5..2	0.086	541.6	136.4	0.0667	0.0075	0.1131	-1178.391228	1.22325	True	ok
176016at33090	13	c_grandiflora	4..3	0.032	386.3	135.7	0.0001	0.0	0.0415	-797.022529	2.51505	True	omega_boundary
176016at33090	13		4..5	0.033	386.3	135.7	0.0001	0.0	0.0426	-797.022529	2.51505	False	omega_boundary
176016at33090	13	a_halleri	5..1	0.035	386.3	135.7	0.0001	0.0	0.0451	-797.022529	2.51505	True	omega_boundary
176016at33090	13	a_thaliana	5..2	0.038	386.3	135.7	0.0001	0.0	0.0489	-797.022529	2.51505	True	omega_boundary
176328at33090	14	c_grandiflora	4..3	0.039	1189.4	400.6	0.1822	0.0061	0.0336	-2822.006686	1.88479	True	ok
176328at33090	14		4..5	0.032	1189.4	400.6	0.1822	0.0051	0.0278	-2822.006686	1.88479	False	ok
176328at33090	14	a_halleri	5..1	0.038	1189.4	400.6	0.1822	0.0059	0.0325	-2822.006686	1.88479	True	ok
176328at33090	14	a_thaliana	5..2	0.186	1189.4	400.6	0.2144	0.0322	0.1503	-2822.006686	1.88479	True	ok
177296at33090	15	c_grandiflora	4..3	0.097	368.1	114.9	0.101	0.0104	0.1026	-853.839123	1.44074	True	ok
177296at33090	15		4..5	0.093	368.1	114.9	0.101	0.0099	0.0983	-853.839123	1.44074	False	ok
177296at33090	15	a_halleri	5..1	0.12	368.1	114.9	0.101	0.0129	0.1274	-853.839123	1.44074	True	ok
177296at33090	15	a_thaliana	5..2	0.044	368.1	114.9	0.0519	0.0028	0.0533	-853.839123	1.44074	True	ok
177720at33090	16	c_grandiflora	4..3	0.117	1584.3	578.7	0.201	0.0189	0.094	-4078.77916	2.56693	True	ok
177720at33090	16		4..5	0.106	1584.3	578.7	0.201	0.0172	0.0854	-4078.77916	2.56693	False	ok
177720at33090	16	a_halleri	5..1	0.071	1584.3	578.7	0.201	0.0114	0.0567	-4078.77916	2.56693	True	ok
177720at33090	16	a_thaliana	5..2	0.093	1584.3	578.7	0.2044	0.0152	0.0743	-4078.77916	2.56693	True	ok
177964at33090	17	c_grandiflora	4..3	0.112	577.5	190.5	0.0832	0.01	0.1206	-1391.234345	1.44128	True	ok
177964at33090	17		4..5	0.11	577.5	190.5	0.0832	0.0098	0.1181	-1391.234345	1.44128	False	ok
177964at33090	17	a_halleri	5..1	0.074	577.5	190.5	0.0832	0.0066	0.0789	-1391.234345	1.44128	True	ok
177964at33090	17	a_thaliana	5..2	0.055	577.5	190.5	0.1329	0.007	0.0525	-1391.234345	1.44128	True	ok
178386at33090	18	c_grandiflora	4..3	0.097	679.9	232.1	0.1877	0.0154	0.0819	-1600.279808	2.28148	True	ok
178386at33090	18		4..5	0.07	679.9	232.1	0.1877	0.0112	0.0595	-1600.279808	2.28148	False	ok
178386at33090	18	a_halleri	5..1	0.067	679.9	232.1	0.1877	0.0106	0.0566	-1600.279808	2.28148	True	ok
178386at33090	18	a_thaliana	5..2	0.04	679.9	232.1	0.0784	0.0034	0.0429	-1600.279808	2.28148	True	ok
179975at33090	19	c_grandiflora	4..3	0.07	610.6	229.4	0.1135	0.0075	0.0661	-1483.542595	1.91479	True	ok
179975at33090	19		4..5	0.073	610.6	229.4	0.1135	0.0078	0.0685	-1483.542595	1.91479	False	ok
179975at33090	19	a_halleri	5..1	0.044	610.6	229.4	0.1135	0.0047	0.0417	-1483.542595	1.91479	True	ok
179975at33090	19	a_thaliana	5..2	0.108	610.6	229.4	0.0419	0.005	0.118	-1483.542595	1.91479	True	ok
180408at33090	20	c_grandiflora	4..3	0.063	595.5	205.5	0.1623	0.009	0.0553	-1383.627762	3.65318	True	ok
180408at33090	20		4..5	0.1	595.5	205.5	0.1623	0.0143	0.0884	-1383.627762	3.65318	False	ok
180408at33090	20	a_halleri	5..1	0.066	595.5	205.5	0.1623	0.0094	0.0581	-1383.627762	3.65318	True	ok
180408at33090	20	a_thaliana	5..2	0.046	595.5	205.5	0.0441	0.0023	0.0529	-1383.627762	3.65318	True	ok
180466at33090	1	c_grandiflora	4..3	0.11	726.2	260.8	0.2459	0.0202	0.0821	-1814.567554	2.61285	True	ok
180466at33090	1		4..5	0.096	726.2	260.8	0.2459	0.0178	0.0722	-1814.567554	2.61285	False	ok
180466at33090	1	a_halleri	5..1	0.064	726.2	260.8	0.2459	0.0117	0.0476	-1814.567554	2.61285	True	ok
180466at33090	1	a_thaliana	5..2	0.068	726.2	260.8	0.1927	0.0107	0.0557	-1814.567554	2.61285	True	ok
180674at33090	2	c_grandiflora	4..3	0.06	672.5	263.5	0.1188	0.0065	0.0544	-1595.55078	3.00387	True	ok
180674at33090	2		4..5	0.128	672.5	263.5	0.1188	0.0139	0.1166	-1595.55078	3.00387	False	ok
180674at33090	2	a_halleri	5..1	0.036	672.5	263.5	0.1188	0.0038	0.0323	-1595.55078	3.00387	True	ok
180674at33090	2	a_thaliana	5..2	0.05	672.5	263.5	0.0589	0.003	0.0513	-1595.55078	3.00387	True	ok
181108at33090	3	c_grandiflora	4..3	0.101	520.4	196.6	0.1021	0.0098	0.0962	-1343.194024	2.33539	True	ok
181108at33090	3		4..5	0.093	520.4	196.6	0.1021	0.0091	0.0893	-1343.194024	2.33539	False	ok
181108at33090	3	a_halleri	5..1	0.092	520.4	196.6	0.1021	0.009	0.0877	-1343.194024	2.33539	True	ok
181108at33090	3	a_thaliana	5..2	0.11	520.4	196.6	0.0692	0.0078	0.1128	-1343.194024	2.33539	True	ok
182493at33090	4	c_grandiflora	4..3	0.166	686.5	264.5	0.1601	0.0225	0.1408	-1875.089652	2.51598	True	ok
182493at33090	4		4..5	0.181	686.5	264.5	0.1601	0.0246	0.1535	-1875.089652	2.51598	False	ok
182493at33090	4	a_halleri	5..1	0.06	686.5	264.5	0.1601	0.0082	0.0509	-1875.089652	2.51598	True	ok
182493at33090	4	a_thaliana	5..2	0.118	686.5	264.5	0.0943	0.0107	0.1138	-1875.089652	2.51598	True	ok
182513at33090	5	c_grandiflora	4..3	0.088	943.5	343.5	0.1382	0.011	0.0799	-2322.561576	2.83233	True	ok
182513at33090	5		4..5	0.077	943.5	343.5	0.1382	0.0096	0.0697	-2322.561576	2.83233	False	ok
182513at33090	5	a_halleri	5..1	0.071	943.5	343.5	0.1382	0.0089	0.0645	-2322.561576	2.83233	True	ok
182513at33090	5	a_thaliana	5..2	0.095	943.5	343.5	0.141	0.012	0.0854	-2322.561576	2.83233	True	ok
183313at33090	6	c_grandiflora	4..3	0.055	761.5	213.5	0.1715	0.0089	0.0518	-1731.015619	1.5375	True	ok
183313at33090	6		4..5	0.077	761.5	213.5	0.1715	0.0124	0.0725	-1731.015619	1.5375	False	ok
183313at33090	6	a_halleri	5..1	0.069	761.5	213.5	0.1715	0.0112	0.0652	-1731.015619	1.5375	True	ok
183313at33090	6	a_thaliana	5..2	0.078	761.5	213.5	0.1556	0.0119	0.0765	-1731.015619	1.5375	True	ok
183396at33090	7	c_grandiflora	4..3	0.129	493.2	142.8	0.1367	0.0178	0.1303	-1168.050724	2.11763	True	ok
183396at33090	7		4..5	0.088	493.2	142.8	0.1367	0.0122	0.0891	-1168.050724	2.11763	False	ok
183396at33090	7	a_halleri	5..1	0.073	493.2	142.8	0.1367	0.01	0.0733	-1168.050724	2.11763	True	ok
183396at33090	7	a_thaliana	5..2	0.085	493.2	142.8	0.11	0.0101	0.0919	-1168.050724	2.11763	True	ok
183719at33090	8	c_grandiflora	4..3	0.036	1086.9	377.1	0.1942	0.0059	0.0303	-2698.26086	1.69289	True	ok
183719at33090	8		4..5	0.125	1086.9	377.1	0.1942	0.0201	0.1034	-2698.26086	1.69289	False	ok
183719at33090	8	a_halleri	5..1	0.095	1086.9	377.1	0.1942	0.0152	0.0784	-2698.26086	1.69289	True	ok
183719at33090	8	a_thaliana	5..2	0.067	1086.9	377.1	0.2828	0.0136	0.0479	-2698.26086	1.69289	True	ok
183931at33090	9	c_grandiflora	4..3	0.046	739.4	202.6	0.0339	0.0021	0.063	-1575.038856	1.78246	True	ok
183931at33090	9		4..5	0.119	739.4	202.6	0.0339	0.0056	0.1644	-1575.038856	1.78246	False	ok
183931at33090	9	a_halleri	5..1	0.041	739.4	202.6	0.0339	0.0019	0.056	-1575.038856	1.78246	True	ok
183931at33090	9	a_thaliana	5..2	0.067	739.4	202.6	0.0138	0.0014	0.0985	-1575.038856	1.78246	True	ok
184405at33090	10	c_grandiflora	4..3	0.128	1105.8	349.2	0.4021	0.0315	0.0783	-3092.12064	1.5736	True	ok
184405at33090	10		4..5	0.139	1105.8	349.2	0.4021	0.034	0.0846	-3092.12064	1.5736	False	ok
184405at33090	10	a_halleri	5..1	0.132	1105.8	349.2	0.4021	0.0325	0.0807	-3092.12064	1.5736	True	ok
184405at33090	10	a_thaliana	5..2	0.159	1105.8	349.2	0.3163	0.0349	0.1103	-3092.12064	1.5736	True	ok
